Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    Egz.    
Vardenis366         Pavardenis366       10      5       2       1       8       2       4       2       10      7       3       
Vardenis367         Pavardenis367       10      10      10      3       7       2       2       6       7       5       1       
Vardenis368         Pavardenis368       1       10      2       6       5       6       8       2       4       7       5       
Vardenis369         Pavardenis369       8       2       9       9       9       5       8       6       8       6       7       
Vardenis370         Pavardenis370       7       5       5       10      3       6       1       5       8       10      1       
Vardenis371         Pavardenis371       5       5       5       4       1       2       3       9       5       8       1       
Vardenis372         Pavardenis372       1       10      5       7       1       1       1       9       5       9       5       
Vardenis373         Pavardenis373       6       4       5       8       10      6       2       9       2       3       2       
Vardenis374         Pavardenis374       8       4       1       9       7       9       1       6       2       4       7       
Vardenis375         Pavardenis375       10      6       1       3       4       7       3       7       5       1       9       
Vardenis376         Pavardenis376       4       5       3       6       4       5       4       5       5       1       2       
Vardenis377         Pavardenis377       4       4       1       4       3       1       6       5       5       4       5       
Vardenis378         Pavardenis378       8       5       1       6       9       4       6       5       9       1       1       
Vardenis379         Pavardenis379       7       8       8       6       5       5       5       3       9       10      5       
Vardenis380         Pavardenis380       4       2       8       5       4       6       3       6       3       6       1       
Vardenis381         Pavardenis381       1       5       8       4       7       4       5       5       2       9       6       
Vardenis382         Pavardenis382       6       2       8       9       7       4       1       6       6       4       1       
Vardenis383         Pavardenis383       4       7       7       2       8       1       7       2       5       3       5       
Vardenis384         Pavardenis384       10      1       2       5       5       9       10      6       6       9       1       
Vardenis385         Pavardenis385       8       2       6       1       8       2       4       1       10      5       8       
Vardenis386         Pavardenis386       1       9       1       4       2       7       5       7       10      9       2       
Vardenis387         Pavardenis387       2       8       8       5       5       9       3       7       4       4       7       
Vardenis388         Pavardenis388       2       9       8       3       9       2       5       3       9       3       1       
Vardenis389         Pavardenis389       7       5       4       2       2       10      2       10      7       5       7       
Vardenis390         Pavardenis390       3       6       2       6       7       9       1       6       6       5       4       
Vardenis391         Pavardenis391       9       9       9       1       3       5       9       10      6       8       4       
Vardenis392         Pavardenis392       6       7       4       9       6       9       7       1       2       5       7       
Vardenis393         Pavardenis393       5       10      6       9       8       4       6       10      7       7       3       
Vardenis394         Pavardenis394       8       4       6       8       6       3       2       8       5       5       1       
Vardenis395         Pavardenis395       7       9       9       1       7       7       10      4       8       3       3       
Vardenis396         Pavardenis396       7       8       5       9       4       3       2       10      10      4       3       
Vardenis397         Pavardenis397       2       3       4       10      2       1       4       6       4       3       9       
Vardenis398         Pavardenis398       4       6       9       5       8       9       6       4       6       3       1       
Vardenis399         Pavardenis399       5       1       10      6       6       6       8       7       4       3       6       
Vardenis400         Pavardenis400       6       9       7       6       5       3       4       8       10      5       7       
Vardenis401         Pavardenis401       10      2       8       10      8       7       4       8       3       6       2       
Vardenis402         Pavardenis402       8       4       2       6       10      7       2       4       9       8       3       
Vardenis403         Pavardenis403       3       6       2       2       7       8       7       6       10      10      7       
Vardenis404         Pavardenis404       10      3       10      8       2       1       3       1       3       4       9       
Vardenis405         Pavardenis405       2       6       6       10      6       2       9       7       8       5       1       
Vardenis406         Pavardenis406       4       8       2       1       4       5       6       9       6       7       8       
Vardenis407         Pavardenis407       9       1       1       8       9       10      9       7       8       10      6       
Vardenis408         Pavardenis408       3       8       6       8       5       10      8       10      4       5       4       
Vardenis409         Pavardenis409       2       7       10      10      6       2       5       2       1       9       4       
Vardenis410         Pavardenis410       6       9       4       4       8       3       8       3       2       2       4       
Vardenis411         Pavardenis411       3       7       5       3       6       1       8       4       8       7       10      
Vardenis412         Pavardenis412       3       3       7       8       2       1       1       2       2       7       5       
Vardenis413         Pavardenis413       10      7       3       2       5       6       5       6       1       7       8       
Vardenis414         Pavardenis414       10      8       3       6       8       10      1       5       1       10      6       
Vardenis415         Pavardenis415       5       6       5       1       10      1       4       3       7       2       8       
Vardenis416         Pavardenis416       1       8       5       1       8       9       4       4       3       4       8       
Vardenis417         Pavardenis417       3       5       5       10      8       4       1       8       8       2       3       
Vardenis418         Pavardenis418       6       1       9       9       3       6       10      5       10      4       10      
Vardenis419         Pavardenis419       10      9       5       10      9       6       7       9       8       1       8       
Vardenis420         Pavardenis420       5       3       2       9       8       9       9       6       4       10      3       
Vardenis421         Pavardenis421       5       9       4       10      2       6       4       6       6       10      5       
Vardenis422         Pavardenis422       2       9       8       2       3       1       2       7       5       3       8       
Vardenis423         Pavardenis423       7       8       7       3       1       7       5       1       4       1       7       
Vardenis424         Pavardenis424       7       6       6       2       7       3       4       7       6       1       3       
Vardenis425         Pavardenis425       5       10      2       7       6       2       6       9       2       5       1       
Vardenis426         Pavardenis426       4       9       9       10      7       5       9       10      4       4       3       
Vardenis427         Pavardenis427       10      3       6       3       1       1       8       5       1       3       6       
Vardenis428         Pavardenis428       9       7       4       10      10      2       6       9       2       1       7       
Vardenis429         Pavardenis429       5       8       4       1       5       6       6       10      9       2       7       
Vardenis430         Pavardenis430       10      10      5       4       6       5       1       10      8       2       6       
Vardenis431         Pavardenis431       1       2       7       10      4       3       2       9       2       8       6       
Vardenis432         Pavardenis432       5       5       1       6       5       9       5       2       6       8       6       
Vardenis433         Pavardenis433       3       3       9       3       4       2       2       7       7       7       5       
Vardenis434         Pavardenis434       4       5       10      2       7       1       4       5       10      1       7       
Vardenis435         Pavardenis435       10      1       8       10      5       9       9       3       4       3       3       
Vardenis436         Pavardenis436       2       4       5       3       6       7       7       9       8       5       3       
Vardenis437         Pavardenis437       6       3       3       10      3       7       2       10      6       2       10      
Vardenis438         Pavardenis438       7       1       3       3       10      1       2       2       6       7       8       
Vardenis439         Pavardenis439       2       9       2       6       8       4       4       1       1       7       8       
Vardenis440         Pavardenis440       1       10      6       2       3       9       8       6       2       2       5       
Vardenis441         Pavardenis441       3       7       10      4       1       3       1       2       4       3       7       
Vardenis442         Pavardenis442       7       2       4       7       3       1       9       5       6       3       10      
Vardenis443         Pavardenis443       2       2       6       7       9       2       5       7       5       10      8       
Vardenis444         Pavardenis444       6       8       7       9       6       10      4       10      2       2       2       
Vardenis445         Pavardenis445       3       4       1       5       9       6       6       4       10      6       10      
Vardenis446         Pavardenis446       7       9       7       4       1       5       3       7       9       1       4       
Vardenis447         Pavardenis447       6       5       4       2       3       4       1       1       2       1       9       
Vardenis448         Pavardenis448       7       1       10      4       8       5       4       9       8       1       5       
Vardenis449         Pavardenis449       5       3       7       2       3       7       8       3       4       4       4       
Vardenis450         Pavardenis450       6       10      1       7       10      9       6       5       2       9       6       
Vardenis451         Pavardenis451       10      5       5       3       3       6       9       5       2       9       4       
Vardenis452         Pavardenis452       6       7       3       3       4       10      6       7       10      3       9       
Vardenis453         Pavardenis453       5       4       7       9       8       2       2       5       7       7       9       
Vardenis454         Pavardenis454       2       10      3       7       10      1       5       1       10      10      6       
Vardenis455         Pavardenis455       5       9       5       2       10      3       6       7       3       5       9       
Vardenis456         Pavardenis456       5       2       6       5       2       3       9       4       4       2       8       
Vardenis457         Pavardenis457       3       9       9       1       3       8       3       6       8       5       10      
Vardenis458         Pavardenis458       5       5       5       6       2       1       3       7       2       4       2       
Vardenis459         Pavardenis459       1       4       10      1       5       9       9       8       6       10      6       
Vardenis460         Pavardenis460       8       9       7       7       9       2       3       2       6       7       1       
Vardenis461         Pavardenis461       9       10      6       2       4       10      4       7       10      8       10      
Vardenis462         Pavardenis462       9       6       5       6       4       4       7       1       10      5       1       
Vardenis463         Pavardenis463       10      7       8       6       2       6       1       7       9       8       4       
Vardenis464         Pavardenis464       7       6       8       1       7       7       3       5       5       4       6       
Vardenis465         Pavardenis465       1       10      3       8       2       3       2       1       6       10      2       
Vardenis466         Pavardenis466       10      8       1       4       8       3       4       6       1       2       2       
Vardenis467         Pavardenis467       8       4       2       6       5       2       2       8       9       3       4       
Vardenis468         Pavardenis468       6       1       8       7       4       3       9       8       7       2       6       
Vardenis469         Pavardenis469       8       7       5       6       1       8       5       6       8       2       9       
Vardenis470         Pavardenis470       9       7       4       8       1       9       7       8       1       1       7       
Vardenis471         Pavardenis471       6       1       10      1       1       5       7       3       1       2       2       
Vardenis472         Pavardenis472       6       1       1       5       10      2       3       10      5       1       5       
Vardenis473         Pavardenis473       1       1       1       6       5       8       3       5       4       4       1       
Vardenis474         Pavardenis474       9       3       7       9       10      8       8       4       9       1       8       
Vardenis475         Pavardenis475       2       3       4       6       9       7       7       10      5       1       6       
Vardenis476         Pavardenis476       9       2       8       1       10      7       1       6       3       6       7       
Vardenis477         Pavardenis477       10      10      6       9       10      6       8       10      9       2       7       
Vardenis478         Pavardenis478       10      6       8       7       3       9       7       6       2       10      1       
Vardenis479         Pavardenis479       7       4       9       1       3       10      9       8       6       1       9       
Vardenis480         Pavardenis480       4       9       8       1       8       9       1       4       4       8       1       
Vardenis481         Pavardenis481       4       2       9       8       10      4       10      2       7       9       1       
Vardenis482         Pavardenis482       6       1       5       6       10      10      9       3       2       6       9       
Vardenis483         Pavardenis483       6       1       3       8       8       2       6       2       6       5       2       
Vardenis484         Pavardenis484       8       5       5       10      10      9       6       3       5       7       3       
Vardenis485         Pavardenis485       6       5       9       2       6       3       2       2       3       6       4       
Vardenis486         Pavardenis486       10      8       8       3       4       6       9       4       10      7       3       
Vardenis487         Pavardenis487       3       8       8       5       9       9       10      5       8       2       5       
Vardenis488         Pavardenis488       5       10      9       3       4       6       8       6       3       8       1       
Vardenis489         Pavardenis489       10      1       5       6       4       8       1       7       3       10      4       
Vardenis490         Pavardenis490       1       8       1       2       5       6       8       7       3       2       3       
Vardenis491         Pavardenis491       4       5       4       8       2       5       6       6       9       2       4       
Vardenis492         Pavardenis492       2       4       1       7       3       4       3       10      7       4       7       
Vardenis493         Pavardenis493       9       5       9       1       2       1       4       2       4       10      9       
Vardenis494         Pavardenis494       1       10      5       7       7       7       10      8       6       6       5       
Vardenis495         Pavardenis495       3       1       8       2       6       2       6       6       8       9       10      
Vardenis496         Pavardenis496       9       10      10      6       8       9       6       3       6       1       8       
Vardenis497         Pavardenis497       4       7       6       7       1       8       10      8       5       2       9       
Vardenis498         Pavardenis498       2       9       4       10      7       5       2       7       9       3       3       
Vardenis499         Pavardenis499       4       2       2       3       6       4       1       4       1       10      9       
Vardenis500         Pavardenis500       9       6       4       2       8       2       5       5       1       4       8       
Vardenis501         Pavardenis501       3       1       6       3       10      5       10      10      10      10      1       
Vardenis502         Pavardenis502       7       2       9       4       9       2       4       8       2       5       2       
Vardenis503         Pavardenis503       3       5       2       8       1       5       3       3       2       7       5       
Vardenis504         Pavardenis504       7       7       10      2       9       4       9       9       1       1       2       
Vardenis505         Pavardenis505       10      4       9       6       6       10      9       9       5       7       6       
Vardenis506         Pavardenis506       2       7       6       2       6       3       6       4       3       2       4       
Vardenis507         Pavardenis507       9       3       1       1       2       10      2       8       7       10      4       
Vardenis508         Pavardenis508       2       1       3       7       9       9       7       3       8       10      1       
Vardenis509         Pavardenis509       3       4       7       9       2       6       2       2       3       1       3       
Vardenis510         Pavardenis510       1       2       7       5       2       8       3       8       8       2       8       
Vardenis511         Pavardenis511       4       4       5       7       8       7       9       3       6       1       8       
Vardenis512         Pavardenis512       8       1       7       4       6       5       6       8       8       7       6       
Vardenis513         Pavardenis513       7       3       3       2       4       7       6       7       2       8       10      
Vardenis514         Pavardenis514       10      1       5       4       3       3       1       3       3       5       4       
Vardenis515         Pavardenis515       5       7       8       6       4       1       10      5       9       8       4       
Vardenis516         Pavardenis516       10      9       4       8       8       7       5       10      2       6       8       
Vardenis517         Pavardenis517       9       7       9       2       1       8       4       9       2       6       8       
Vardenis518         Pavardenis518       7       4       7       2       6       9       4       9       10      9       3       
Vardenis519         Pavardenis519       7       3       3       2       2       8       3       9       4       6       10      
Vardenis520         Pavardenis520       5       8       1       9       10      6       6       4       2       3       3       
Vardenis521         Pavardenis521       3       1       2       2       1       3       8       7       2       10      3       
Vardenis522         Pavardenis522       5       9       7       7       9       9       4       3       1       3       6       
Vardenis523         Pavardenis523       9       2       3       10      4       3       6       6       9       5       7       
Vardenis524         Pavardenis524       4       7       2       4       5       8       2       1       1       6       5       
Vardenis525         Pavardenis525       8       6       9       3       2       10      6       6       10      8       10      
Vardenis526         Pavardenis526       2       3       2       2       4       2       4       3       3       10      1       
Vardenis527         Pavardenis527       6       10      2       1       2       9       3       6       9       10      2       
Vardenis528         Pavardenis528       3       3       2       10      7       2       5       5       1       1       5       
Vardenis529         Pavardenis529       9       7       7       4       2       4       3       9       8       10      6       
Vardenis530         Pavardenis530       10      9       6       9       3       4       9       4       2       1       2       
Vardenis531         Pavardenis531       2       1       1       7       4       5       5       4       1       2       4       
Vardenis532         Pavardenis532       5       9       6       3       3       6       5       9       2       1       1       
Vardenis533         Pavardenis533       3       6       5       3       7       5       5       8       5       8       1       
Vardenis534         Pavardenis534       7       9       6       3       7       3       7       10      8       8       4       
Vardenis535         Pavardenis535       2       6       8       10      4       5       1       3       2       10      6       
Vardenis536         Pavardenis536       9       8       1       5       9       7       8       7       4       1       10      
Vardenis537         Pavardenis537       4       4       2       5       1       2       3       7       1       5       9       
Vardenis538         Pavardenis538       5       9       8       6       3       4       1       10      3       5       2       
Vardenis539         Pavardenis539       8       4       8       3       2       1       7       8       5       2       9       
Vardenis540         Pavardenis540       10      2       2       6       6       10      8       3       6       1       10      
Vardenis541         Pavardenis541       9       9       4       6       3       9       10      3       4       5       1       
Vardenis542         Pavardenis542       6       4       9       1       2       4       4       5       2       10      4       
Vardenis543         Pavardenis543       3       9       2       10      10      4       10      9       8       9       6       
Vardenis544         Pavardenis544       9       1       3       8       1       5       1       10      6       8       10      
Vardenis545         Pavardenis545       6       6       7       1       9       1       6       6       5       2       4       
Vardenis546         Pavardenis546       8       9       8       4       5       6       5       3       4       4       9       
Vardenis547         Pavardenis547       6       7       5       9       10      6       2       2       2       6       3       
Vardenis548         Pavardenis548       4       7       3       6       1       10      6       10      8       5       1       
Vardenis549         Pavardenis549       5       10      9       4       7       5       4       10      3       6       3       
Vardenis550         Pavardenis550       2       2       4       6       2       9       5       2       5       7       5       
Vardenis551         Pavardenis551       2       1       9       4       5       6       7       9       2       5       2       
Vardenis552         Pavardenis552       6       4       4       10      10      8       2       3       1       1       9       
Vardenis553         Pavardenis553       7       6       9       7       6       10      8       10      7       10      9       
Vardenis554         Pavardenis554       7       5       6       6       1       6       6       10      5       4       10      
Vardenis555         Pavardenis555       6       5       5       2       5       5       6       2       8       2       8       
Vardenis556         Pavardenis556       3       6       10      3       1       9       7       7       3       3       2       
Vardenis557         Pavardenis557       9       2       10      5       3       9       8       6       1       2       10      
Vardenis558         Pavardenis558       8       4       1       10      10      7       9       2       5       9       6       
Vardenis559         Pavardenis559       9       4       9       4       4       7       9       4       4       9       3       
Vardenis560         Pavardenis560       1       3       7       8       2       8       8       4       10      10      1       
Vardenis561         Pavardenis561       7       3       8       1       10      2       10      6       2       10      6       
Vardenis562         Pavardenis562       4       5       2       4       3       1       6       5       4       6       3       
Vardenis563         Pavardenis563       5       4       1       3       4       3       7       9       1       7       2       
Vardenis564         Pavardenis564       8       7       8       8       1       8       10      2       3       6       10      
Vardenis565         Pavardenis565       5       5       4       8       1       10      8       2       2       2       5       
Vardenis566         Pavardenis566       5       9       7       9       5       9       10      4       9       1       9       
Vardenis567         Pavardenis567       5       2       4       10      4       3       1       7       6       9       6       
Vardenis568         Pavardenis568       3       2       8       5       4       1       1       3       10      1       10      
Vardenis569         Pavardenis569       2       10      5       10      3       8       4       5       4       2       1       
Vardenis570         Pavardenis570       10      6       7       8       7       2       8       2       7       8       7       
Vardenis571         Pavardenis571       3       9       7       6       3       2       5       2       6       1       9       
Vardenis572         Pavardenis572       2       1       10      7       5       8       4       5       7       1       4       
Vardenis573         Pavardenis573       4       3       5       3       2       2       8       1       7       2       1       
Vardenis574         Pavardenis574       10      5       4       5       6       4       3       7       10      3       8       
Vardenis575         Pavardenis575       8       7       9       1       9       6       2       10      10      9       2       
Vardenis576         Pavardenis576       3       7       8       4       5       1       10      5       4       10      10      
Vardenis577         Pavardenis577       8       10      9       1       10      5       9       9       9       8       5       
Vardenis578         Pavardenis578       7       2       1       6       10      2       2       7       4       4       5       
Vardenis579         Pavardenis579       5       10      5       3       3       6       9       1       5       5       6       
Vardenis580         Pavardenis580       9       3       8       3       4       5       8       2       9       1       10      
Vardenis581         Pavardenis581       1       10      6       1       7       3       9       7       7       5       1       
Vardenis582         Pavardenis582       10      3       5       5       4       5       1       5       2       1       2       
Vardenis583         Pavardenis583       8       5       5       8       6       7       10      8       3       6       8       
Vardenis584         Pavardenis584       5       6       1       7       5       5       4       5       2       4       10      
Vardenis585         Pavardenis585       3       4       1       10      4       10      1       10      5       1       10      
Vardenis586         Pavardenis586       1       9       6       7       4       10      8       4       7       2       8       
Vardenis587         Pavardenis587       4       3       4       10      4       8       9       2       3       1       2       
Vardenis588         Pavardenis588       7       3       9       5       7       8       1       4       6       4       9       
Vardenis589         Pavardenis589       7       8       6       3       4       5       4       3       1       5       5       
Vardenis590         Pavardenis590       6       10      8       9       3       3       7       3       10      6       8       
Vardenis591         Pavardenis591       7       10      2       9       8       2       4       2       7       5       1       
Vardenis592         Pavardenis592       8       2       5       3       7       2       3       3       4       10      6       
Vardenis593         Pavardenis593       4       4       9       5       4       2       3       9       10      10      3       
Vardenis594         Pavardenis594       3       7       8       1       8       3       9       4       6       3       5       
Vardenis595         Pavardenis595       5       7       9       6       5       2       8       1       8       8       3       
Vardenis596         Pavardenis596       3       6       6       8       9       8       5       2       1       10      3       
Vardenis597         Pavardenis597       6       10      10      5       2       1       10      3       7       3       5       
Vardenis598         Pavardenis598       10      1       2       4       10      6       1       8       3       5       2       
Vardenis599         Pavardenis599       3       3       9       4       1       7       6       1       3       5       7       
Vardenis600         Pavardenis600       5       1       2       1       5       6       2       9       1       3       2       
Vardenis601         Pavardenis601       2       7       10      2       1       5       2       3       1       7       5       
Vardenis602         Pavardenis602       6       6       10      2       2       6       9       10      3       8       4       
Vardenis603         Pavardenis603       7       8       1       7       5       6       9       3       10      1       2       
Vardenis604         Pavardenis604       9       4       3       5       6       1       4       1       4       9       2       
Vardenis605         Pavardenis605       5       3       6       6       3       1       4       4       7       6       3       
Vardenis606         Pavardenis606       1       10      5       9       8       4       9       8       4       8       9       
Vardenis607         Pavardenis607       7       9       7       3       5       3       9       2       10      2       9       
Vardenis608         Pavardenis608       6       2       5       7       3       9       9       9       9       8       5       
Vardenis609         Pavardenis609       1       4       5       8       4       6       3       10      4       8       4       
Vardenis610         Pavardenis610       9       1       2       1       5       5       9       3       9       7       7       
Vardenis611         Pavardenis611       5       10      5       9       1       10      4       7       3       3       2       
Vardenis612         Pavardenis612       7       5       1       5       2       8       3       3       2       6       9       
Vardenis613         Pavardenis613       10      7       1       1       9       3       1       7       1       10      10      
Vardenis614         Pavardenis614       10      3       8       9       3       8       10      10      6       4       6       
Vardenis615         Pavardenis615       7       8       5       6       5       10      7       7       9       4       1       
Vardenis616         Pavardenis616       10      8       8       7       1       1       10      8       4       2       3       
Vardenis617         Pavardenis617       8       7       8       7       7       9       6       1       5       5       4       
Vardenis618         Pavardenis618       5       6       8       3       10      3       8       8       9       8       4       
Vardenis619         Pavardenis619       9       4       7       1       9       10      5       1       4       6       10      
Vardenis620         Pavardenis620       4       4       5       9       4       9       4       6       10      9       8       
Vardenis621         Pavardenis621       8       2       5       3       10      9       8       10      3       6       9       
Vardenis622         Pavardenis622       3       10      2       10      7       7       2       8       8       9       5       
Vardenis623         Pavardenis623       8       10      4       9       8       9       3       1       4       4       7       
Vardenis624         Pavardenis624       5       8       4       4       10      4       10      3       6       5       10      
Vardenis625         Pavardenis625       8       6       10      1       3       1       5       5       8       10      10      
Vardenis626         Pavardenis626       9       2       5       5       8       3       5       1       10      5       1       
Vardenis627         Pavardenis627       5       2       1       6       7       10      1       4       5       6       4       
Vardenis628         Pavardenis628       1       3       5       9       8       7       10      8       4       6       4       
Vardenis629         Pavardenis629       7       6       1       9       8       3       9       10      2       2       7       
Vardenis630         Pavardenis630       5       6       9       1       10      3       1       6       7       5       6       
Vardenis631         Pavardenis631       10      10      2       8       2       6       9       1       1       3       2       
Vardenis632         Pavardenis632       9       5       2       2       5       6       9       5       7       5       6       
Vardenis633         Pavardenis633       7       5       5       4       10      5       4       8       3       1       6       
Vardenis634         Pavardenis634       3       8       1       9       9       4       3       3       7       1       5       
Vardenis635         Pavardenis635       5       1       9       3       5       2       2       9       3       2       7       
Vardenis636         Pavardenis636       5       1       1       8       10      5       8       2       8       3       2       
Vardenis637         Pavardenis637       3       3       7       9       5       5       6       1       6       3       8       
Vardenis638         Pavardenis638       6       5       4       9       4       6       7       6       1       8       7       
Vardenis639         Pavardenis639       8       8       9       4       4       3       7       4       8       10      3       
Vardenis640         Pavardenis640       7       10      3       10      4       6       9       9       9       10      1       
Vardenis641         Pavardenis641       9       2       5       1       10      2       9       3       1       4       4       
Vardenis642         Pavardenis642       10      1       10      4       6       1       6       9       1       6       7       
Vardenis643         Pavardenis643       4       8       1       2       2       2       6       1       10      4       10      
Vardenis644         Pavardenis644       9       2       5       9       7       1       7       4       10      4       4       
Vardenis645         Pavardenis645       2       7       9       4       8       1       9       4       4       5       6       
Vardenis646         Pavardenis646       1       10      5       8       1       7       3       8       9       10      2       
Vardenis647         Pavardenis647       7       3       8       5       9       2       1       3       9       2       10      
Vardenis648         Pavardenis648       1       5       1       3       1       4       4       9       8       10      5       
Vardenis649         Pavardenis649       7       8       3       10      6       9       1       4       2       7       1       
Vardenis650         Pavardenis650       8       5       5       10      7       1       6       10      10      5       2       
Vardenis651         Pavardenis651       1       9       8       10      1       1       5       10      7       8       10      
Vardenis652         Pavardenis652       1       1       6       6       5       8       6       8       6       8       1       
Vardenis653         Pavardenis653       9       2       3       7       2       5       6       1       4       4       9       
Vardenis654         Pavardenis654       3       5       10      3       6       4       6       7       6       5       2       
Vardenis655         Pavardenis655       5       1       5       7       6       10      6       8       1       2       10      
Vardenis656         Pavardenis656       6       3       10      9       9       7       2       5       8       4       8       
Vardenis657         Pavardenis657       10      1       5       9       5       2       8       8       8       6       10      
Vardenis658         Pavardenis658       8       2       6       10      8       4       8       6       2       1       5       
Vardenis659         Pavardenis659       1       6       2       4       8       1       5       10      8       3       5       
Vardenis660         Pavardenis660       8       2       3       4       4       1       5       10      3       9       4       
Vardenis661         Pavardenis661       5       3       5       1       8       10      7       10      6       7       9       
Vardenis662         Pavardenis662       4       4       4       7       5       9       10      5       1       2       5       
Vardenis663         Pavardenis663       8       1       5       7       5       5       3       7       9       3       7       
Vardenis664         Pavardenis664       10      7       8       10      6       3       4       2       9       2       7       
Vardenis665         Pavardenis665       5       8       9       1       5       3       2       2       8       4       2       
Vardenis666         Pavardenis666       9       2       9       10      1       3       7       4       2       8       9       
Vardenis667         Pavardenis667       3       1       5       2       9       4       3       5       5       5       1       
Vardenis668         Pavardenis668       4       2       5       7       4       4       8       1       9       7       8       
Vardenis669         Pavardenis669       5       5       8       10      4       9       1       2       7       9       3       
Vardenis670         Pavardenis670       9       1       10      5       9       8       7       1       5       10      2       
Vardenis671         Pavardenis671       8       2       2       9       7       8       6       5       2       3       5       
Vardenis672         Pavardenis672       5       2       8       6       3       2       1       6       8       3       10      
Vardenis673         Pavardenis673       7       3       7       4       9       2       7       10      2       6       7       
Vardenis674         Pavardenis674       9       3       8       9       5       6       8       4       4       5       1       
Vardenis675         Pavardenis675       2       8       4       6       10      10      4       10      6       5       10      
Vardenis676         Pavardenis676       8       8       6       7       5       10      4       2       5       4       10      
Vardenis677         Pavardenis677       4       10      7       3       3       10      6       6       9       6       9       
Vardenis678         Pavardenis678       5       1       7       7       2       9       6       9       1       6       9       
Vardenis679         Pavardenis679       2       3       4       10      7       8       10      10      3       8       10      
Vardenis680         Pavardenis680       9       1       3       7       5       9       3       2       4       8       1       
Vardenis681         Pavardenis681       9       4       2       9       4       2       1       4       9       2       8       
Vardenis682         Pavardenis682       1       5       5       6       8       3       9       6       10      5       3       
Vardenis683         Pavardenis683       2       6       4       3       4       6       4       7       10      3       1       
Vardenis684         Pavardenis684       1       6       4       9       8       9       3       6       10      1       4       
Vardenis685         Pavardenis685       8       3       6       3       9       4       2       6       1       6       7       
Vardenis686         Pavardenis686       6       8       7       6       8       7       3       8       5       1       10      
Vardenis687         Pavardenis687       6       5       10      3       3       5       10      5       4       8       9       
Vardenis688         Pavardenis688       2       8       6       7       9       1       8       2       3       7       8       
Vardenis689         Pavardenis689       6       2       7       7       7       7       2       10      9       8       3       
Vardenis690         Pavardenis690       9       9       3       2       10      9       7       4       7       8       8       
Vardenis691         Pavardenis691       7       7       3       9       4       1       6       1       7       5       1       
Vardenis692         Pavardenis692       7       10      10      10      2       5       1       1       9       1       1       
Vardenis693         Pavardenis693       6       9       7       5       8       5       2       5       7       8       2       
Vardenis694         Pavardenis694       5       3       3       8       6       9       10      8       9       9       8       
Vardenis695         Pavardenis695       10      10      8       6       9       2       7       9       7       1       5       
Vardenis696         Pavardenis696       1       7       2       3       5       9       4       9       10      8       1       
Vardenis697         Pavardenis697       8       1       8       2       1       6       9       4       5       1       6       
Vardenis698         Pavardenis698       3       3       9       9       4       7       5       8       9       4       9       
Vardenis699         Pavardenis699       7       4       6       7       9       10      5       10      8       5       2       
Vardenis700         Pavardenis700       3       7       3       3       5       4       9       7       1       1       3       
Vardenis701         Pavardenis701       6       4       7       7       6       1       3       6       6       4       8       
Vardenis702         Pavardenis702       2       5       4       1       10      5       5       1       5       2       5       
Vardenis703         Pavardenis703       3       5       5       6       6       7       7       2       2       2       5       
Vardenis704         Pavardenis704       7       4       6       8       4       1       4       1       6       1       2       
Vardenis705         Pavardenis705       4       7       1       1       4       7       6       1       6       2       1       
Vardenis706         Pavardenis706       10      5       6       8       9       9       8       10      6       8       2       
Vardenis707         Pavardenis707       9       6       10      2       9       9       9       3       5       1       7       
Vardenis708         Pavardenis708       2       3       2       10      1       7       7       3       2       10      8       
Vardenis709         Pavardenis709       5       6       1       4       1       6       10      7       3       6       3       
Vardenis710         Pavardenis710       2       7       3       2       1       8       10      1       7       10      1       
Vardenis711         Pavardenis711       8       1       5       9       3       3       5       3       5       5       5       
Vardenis712         Pavardenis712       3       8       10      6       8       1       5       2       7       3       10      
Vardenis713         Pavardenis713       1       10      9       1       6       6       7       9       7       10      7       
Vardenis714         Pavardenis714       4       9       5       7       5       4       10      2       1       1       6       
Vardenis715         Pavardenis715       10      1       8       9       1       4       7       1       5       2       10      
Vardenis716         Pavardenis716       5       9       1       3       6       8       10      1       7       2       6       
Vardenis717         Pavardenis717       8       4       8       1       2       2       5       2       5       8       2       
Vardenis718         Pavardenis718       10      2       1       9       4       4       1       10      2       10      3       
Vardenis719         Pavardenis719       10      2       7       10      1       9       10      3       1       8       7       
Vardenis720         Pavardenis720       2       3       1       7       9       6       6       7       2       5       6       
Vardenis721         Pavardenis721       1       4       4       3       10      2       7       4       1       6       1       
Vardenis722         Pavardenis722       1       5       8       1       8       5       7       5       9       10      1       
Vardenis723         Pavardenis723       10      7       6       7       5       6       1       5       5       1       1       
Vardenis724         Pavardenis724       5       7       7       8       6       5       10      2       8       9       3       
Vardenis725         Pavardenis725       9       6       3       3       1       1       8       5       6       8       5       
Vardenis726         Pavardenis726       9       6       5       7       5       4       1       1       8       8       6       
Vardenis727         Pavardenis727       1       10      2       3       7       7       7       2       7       2       2       
Vardenis728         Pavardenis728       8       10      10      3       3       9       4       8       9       3       5       
Vardenis729         Pavardenis729       1       7       10      2       10      8       5       2       10      7       8       
Vardenis730         Pavardenis730       3       7       9       4       6       7       6       2       8       5       3       
Vardenis731         Pavardenis731       3       1       4       2       3       8       4       10      2       2       8       
